Date,ftse_250_price,ftse_250_total_return,base_rate,CPI,ftse_350_Price,"ftse_350_Total Return (Gross, Unhedged)",price_02_Price,"price_02_Total Return (Gross, Unhedged)",confidence_score,price_05_Price,"price_05_Total Return (Gross, Unhedged)",price_10_Price,"price_10_Total Return (Gross, Unhedged)",unemployment_rate,wage_growth_rate,gdp_GDP,polarity_score_finbert
01-12-89,2661.76001,803.789978,14.71333333,,,,,,,,,,,,,0.5,
01-01-90,2591.129883,783.25,14.63,5.7,1165.829956,725.3200073,,,-19,,,,,6.9,,0.5,
01-02-90,2463.879883,746.0100098,14.54666667,5.9,1121.469971,700.5800171,,,-24,,,,,6.9,,0.5,
01-03-90,2437.370117,741.7000122,14.46333333,6,1115.699951,701.4000244,,,-35,,,,,6.9,,0.7,
01-04-90,2285.780029,701.5100098,14.38,6.4,1044.619995,660.0100098,,,-31,,,,,6.9,,0.7,
01-05-90,2487.810059,766.1300049,14.29666667,6.8,1158.219971,735.1400146,,,-30,,,,,6.9,,0.7,
01-06-90,2540.209961,785.6400146,14.21333333,6.9,1174.910034,748.5200195,,,-27,,,,,6.9,,-1.1,
01-07-90,2481.800049,771.039978,14.13,6.8,1150.130005,736.7000122,,,-24,,,,,7,,-1.1,
01-08-90,2187.780029,681.4400024,14.04666667,7.7,1057.099976,679.7700195,,,-26,,,,,7.1,,-1.1,
01-09-90,1974.040039,618.2299805,13.96333333,8.1,968.7199707,626.7000122,,,-29,,,,,7.2,,-0.5,
01-10-90,2065.389893,649.8599854,13.88,8.1,1001.340027,649.2800293,,,-27,,,,,7.3,,-0.5,
01-11-90,2106.879883,665.4199829,13.6925,7.8,1043.52002,679.0700073,,,-29,,,,,7.5,,-0.5,
01-12-90,2127.449951,674.5700073,13.505,7.6,1043.660034,682.710022,,,-19,,,,,7.6,,-0.5,
01-01-91,2096.149902,666.2000122,13.3175,7.1,1050.369995,688.6500244,,,-24,,,,,7.8,,-0.5,
01-02-91,2401.530029,764.3499756,13.13,7,1163,764.9299927,,,-27,,,,,8,,-0.5,
01-03-91,2512.040039,801.1599731,12.38,6.9,1203.609985,794.8900146,,,-21,,,,,8.2,,-0.1,
01-04-91,2499.469971,807.0200195,11.88,8.4,1213.439941,807.6900024,,,-20,,,,,8.5,,-0.1,
01-05-91,2458.52002,795.2299805,11.38,8.2,1214.069946,810.7199707,,,-19,,,,,8.7,,-0.1,
01-06-91,2375.209961,771.0700073,11.13,8.4,1172.969971,786.1500244,,,-19,,,,,8.8,,-0.2,
01-07-91,2499.23999,817.960022,10.88,8.3,1252.52002,845.2700195,,,-19,,,,,9,,-0.2,
01-08-91,2602.199951,852.8900146,10.63,7.9,1285.109985,869.7199707,,,-15,,,,,9.2,,-0.2,
01-09-91,2626.790039,866.1699829,10.38,7.1,1278.790039,870.460022,,,-11,,,,,9.3,,0.1,
01-10-91,2561.22998,846.7800293,10.3175,6.8,1250.530029,852.5,,,-10,,,,,9.4,,0.1,
01-11-91,2405.790039,796.8099976,10.255,7.1,1178.579956,805.9099731,,,-13,,,,,9.5,,0.1,
01-12-91,2364.820068,786.8499756,10.1925,7.2,1201.609985,824.9099731,,,-15,,,,,9.5,,0,
01-01-92,2474.419922,825.5700073,10.13,7,1243.060059,855.8599854,,,-17,,,,,9.6,,0,
01-02-92,2522.209961,842.4099731,10.0675,6.9,1244.75,860.0200195,,,-17,,,,,9.7,,0,
01-03-92,2406.550049,807.960022,10.005,7.1,1185.97998,824.2800293,,,-15,,,,,9.8,,-0.2,
01-04-92,2712.550049,918.210022,9.9425,4.7,1299.560059,908.9899902,,,-9,,,,,9.8,,-0.2,
01-05-92,2779.969971,942.8099976,9.88,4.3,1327.170044,929.9000244,,,-2,,,,,9.8,,-0.2,
01-06-92,2549.330078,870.4699707,9.63,3.8,1231.959961,867.789978,,,-7,,,,,9.9,,0.5,
01-07-92,2303.149902,790.5,9.38,3.6,1159.790039,820.4799805,,,-12,,,,,9.9,,0.5,
01-08-92,2193.600098,755.1500244,9.13,3,1114.969971,792.2299805,,,-19,,,,,9.9,,0.5,
01-09-92,2398.719971,828.3200073,8.88,3,1228.300049,877.0599976,,,-21,,,,,10.1,,0.8,
01-10-92,2521.600098,874.3800049,7.88,2.9,1281.449951,917.3400269,,,-28,,,,,10.2,,0.8,
01-11-92,2637.5,918.4299927,6.88,2.6,1339.699951,962.25,,,-28,,,,,10.4,,0.8,
01-12-92,2862.899902,1000,6.38,2.6,1388.599976,1000,,,-23,,,,,10.5,,0.5,
01-01-93,2954.77002,1034.569946,5.88,2.2,1382.530029,997.4099731,,,-13,,,,,10.7,,0.5,
01-02-93,3036.100098,1064.060059,5.83,2.4,1414.199951,1021.369995,,,-19,,,,,10.6,,0.5,
01-03-93,3107.800049,1095.219971,5.78,2.5,1425.599976,1039.560059,,,-17,,,,,10.6,,0.4,
01-04-93,3132.129883,1108.719971,5.73,2.5,1402.599976,1025.98999,,,-18,,,,,10.5,,0.4,
01-05-93,3165.419922,1123.26001,5.68,2.5,1416.699951,1040.180054,,,-6,,,,,10.4,,0.4,
01-06-93,3235.72998,1153.089966,5.63,2.4,1446.599976,1064.630005,,,-13,,,,,10.4,,0.9,
01-07-93,3306.5,1183.26001,5.58,2.6,1464.02002,1080.209961,,,-12,,,,,10.3,,0.9,
01-08-93,3511.899902,1258.670044,5.53,2.9,1551.800049,1149.73999,,,-7,,,,,10.2,,0.9,
01-09-93,3433.199951,1235.209961,5.48,3.1,1519.699951,1131.540039,,,-7,,,,,10.3,,0.7,
01-10-93,3528.100098,1273.430054,5.43,2.6,1580.900024,1179.97998,,,-11,,,,,10.2,,0.7,
01-11-93,3484.899902,1262,5.38,2.3,1575,1178.439941,,,-15,,,,,10.3,,0.7,
01-12-93,3791.300049,1374.26001,5.296666667,2.4,1703,1277.219971,,,-15,,,,,10.3,,1,
01-01-94,4084.300049,1484.589966,5.213333333,2.7,1760.599976,1322.23999,,,-7,,,,,10.1,,1,
01-02-94,3960.02002,1440.670044,5.13,2.5,1684.800049,1268.420044,,,-13,,,,,9.9,,1,
01-03-94,3752.899902,1371.430054,5.201428571,2.2,1570.390015,1189.780029,,,-17,,,,,9.8,,0.9,
01-04-94,3781.090088,1386.430054,5.272857143,2,1588.310059,1207.329956,,,-18,,,,,9.7,,0.9,
01-05-94,3564.300049,1309.339966,5.344285714,2,1506.680054,1147.439941,,,-15,,,,,9.7,,0.9,
01-06-94,3414.120117,1260.01001,5.415714286,2,1471.819946,1126.22998,,,-12,,,,,9.6,,1,
01-07-94,3640.209961,1348.76001,5.487142857,1.7,1557.72998,1196.26001,,,-11,,,,,9.5,,1,
01-08-94,3816.590088,1416.069946,5.558571429,1.9,1640.680054,1264.199951,,,-8,,,,,9.4,,1,
01-09-94,3494.780029,1300.869995,5.63,1.5,1521.349976,1177.869995,,,-9,,,,,9.3,,0.4,
01-10-94,3516.899902,1316.310059,5.796666667,1.5,1551.089966,1204.209961,,,-11,,,,,9.1,,0.4,
01-11-94,3497.310059,1311.680054,5.963333333,1.8,1542.939941,1200.560059,,,-8,,,,,9,,0.4,
01-12-94,3501.800049,1319.369995,6.13,2,1537.25,1201.030029,,,-18,,,,,8.9,,0.5,
01-01-95,3370.360107,1272.52002,6.38,2.4,1495.420044,1169.890015,,,-9,,,,,8.9,,0.5,
01-02-95,3384.139893,1279.209961,6.63,2.4,1503.609985,1179.829956,,,-12,,,,,8.9,,0.5,
01-03-95,3434.719971,1303.910034,6.605,2.6,1558.369995,1233.599976,,,-14,,,,,8.8,,0.2,
01-04-95,3530.189941,1347.219971,6.58,2.3,1598.410034,1269.069946,,,-12,,,,,8.8,,0.2,
01-05-95,3653.820068,1397.819946,6.555,2.5,1650.550049,1315.26001,,,-9,,,,,8.7,,0.2,
01-06-95,3592.550049,1379.969971,6.53,2.6,1642.469971,1313.390015,,,-10,,,,,8.7,,1.1,
01-07-95,3825.959961,1476.530029,6.505,2.7,1723.51001,1381.099976,,,-7,,,,,8.6,,1.1,
01-08-95,3913.419922,1512.430054,6.48,2.6,1737.969971,1398.939941,,,-7,,,,,8.6,,1.1,
01-09-95,3948.77002,1533,6.455,3,1753.280029,1418.670044,,,-8,,,,,8.6,,0.3,
01-10-95,3894.340088,1516.859985,6.43,2.9,1755.910034,1424.030029,,,-8,,,,,8.6,,0.3,
01-11-95,3959.050049,1547.939941,6.405,2.8,1814.800049,1475.589966,,,-10,,,,,8.3,,0.3,
01-12-95,4021.340088,1580.680054,6.38,3,1830.619995,1495.939941,,,-11,,,,,8.4,,0.7,
01-01-96,4125.040039,1629.51001,6.13,2.6,1868,1530.949951,,,-5,,,,,8.3,,0.7,
01-02-96,4215.040039,1667.01001,6.035,2.7,1864.119995,1531.449951,,,-9,,,,,8.2,,0.7,
01-03-96,4326.740234,1720.650024,5.94,2.6,1863.810059,1543.300049,,,-8,,,,,8.3,,0.3,
01-04-96,4551.799805,1821.420044,5.856666667,2.5,1931.72998,1606.599976,,,-8,,,,,8.3,,0.3,
01-05-96,4509.970215,1807.5,5.773333333,2.3,1900.25,1585.290039,,,-6,,,,,8.3,,0.3,
01-06-96,4353.169922,1753.709961,5.69,2.3,1870.880005,1566.430054,,,-7,,,,,8.2,,0.9,
01-07-96,4230.629883,1710.5,5.7525,2.2,1856.130005,1560.140015,,,-4,,,,,8.1,,0.9,
01-08-96,4416.180176,1787.800049,5.815,2.3,1938.349976,1639.420044,,,-3,,,,,8.1,,0.9,
01-09-96,4391.100098,1786.689941,5.8775,2.3,1969.800049,1671.819946,,,-1,,,,,8.1,,1.4,
01-10-96,4422.5,1803.160034,5.94,2.5,1982.699951,1685.969971,,,-2,,,,,8,,1.4,
01-11-96,4428.5,1808.619995,5.984285714,2.6,2014.199951,1716.52002,,,1,,,,,7.8,,1.4,
01-12-96,4490.399902,1840.560059,6.028571429,2.3,2043.800049,1746.869995,,,-4,,,106.49,343.756,7.7,,1.6,
01-01-97,4595.399902,1885.660034,6.072857143,2.1,2115.5,1810.050049,,,2,,,105.41,347.208,7.5,,1.6,
01-02-97,4654.399902,1912,6.117142857,1.9,2134,1829.75,,,2,,,107.23,354.659,7.3,,1.6,
01-03-97,4576.200195,1886.130005,6.161428571,1.7,2128.100098,1837.119995,,,1,,,104.107,346.213,7.2,,1.1,
01-04-97,4498.700195,1866.319946,6.205714286,1.6,2168.699951,1880.209961,,,-1,,,105.982,353.532,7.2,,1.1,
01-05-97,4495.799805,1870.459961,6.25,1.6,2240.800049,1948.660034,,,6,,,109.01597,365.17,7.2,,1.1,
01-06-97,4431.299805,1855.609985,6.5,1.7,2228,1944.339966,,,8,,,110.84,371.392,7.3,,0.9,
01-07-97,4492,1880.709961,6.75,2,2352,2052.419922,,,8,,,113.238,380.896,7.1,,0.9,
01-08-97,4603.399902,1929.469971,7,2,2327.800049,2039.900024,,,10,,,112.09064,378.404,6.8,,0.9,
01-09-97,4829.899902,2032.170044,7.083333333,1.8,2516.300049,2210.449951,,,8,,,117.084,398.42,6.7,,1.5,
01-10-97,4643.22998,1957.599976,7.166666667,1.9,2341.530029,2058.840088,,,7,,,117.53999,401.686,6.6,,1.5,
01-11-97,4656.709961,1965.52002,7.25,1.9,2338.76001,2059.300049,,,2,,,118.37628,406.613,6.5,,1.5,
01-12-97,4787.649902,2027.23999,7.285714286,1.7,2469.659912,2178.75,,,0,,,120.841,415.209,6.4,,0.7,
01-01-98,4861.47998,2060.850098,7.321428571,1.5,2602.879883,2297.689941,,,4,,,123.35627,426.341,6.4,,0.7,
01-02-98,5201,2206.389893,7.357142857,1.6,2756.439941,2437.030029,,,4,,,122.77834,427.959,6.4,,0.7,
01-03-98,5525.430176,2353.889893,7.392857143,1.7,2852.290039,2536.939941,,,2,,,125.444,439.238,6.3,,0.6,
01-04-98,5610.799805,2397.669922,7.428571429,1.8,2859.120117,2548.23999,,,4,,,126.155,442.946,6.3,,0.6,
01-05-98,5901.410156,2525.439941,7.464285714,2,2864.48999,2557.080078,,,7,,,127.178,450.842,6.3,,0.6,
01-06-98,5503.799805,2363.300049,7.5,1.7,2812.030029,2515.570068,101.43337,100,2,120.226746,100,126.149,452.729,6.3,,0.3,
01-07-98,5482.700195,2358.389893,7.4375,1.4,2811.77002,2517.199951,102.38426,100.665,-1,119.99215,101.012,125.936,457.394,6.3,,0.3,
01-08-98,4786.240234,2062.030029,7.375,1.3,2515.129883,2261.290039,102.724594,101.796,-5,124.22,104.757,130.753,476.442,6.2,,0.3,
01-09-98,4544.160156,1964.98999,7.3125,1.4,2419.929932,2180.76001,102.841484,102.608,-3,128.875,109.078,136.942,500.948,6.2,,0.7,-0.062778816
01-10-98,4811.399902,2084.610107,7.25,1.4,2592.409912,2339.370117,102.78803,103.335,-9,127.11105,107.962,134.06651,491.636,6.2,,0.7,0.158976915
01-11-98,4901.660156,2127.800049,6.75,1.4,2721.629883,2460.139893,103.0917,104.005,-7,129.651,111.945,138.765,516.162,6.1,,0.7,0.09037164
01-11-98,4901.660156,2127.800049,6.75,1.4,2721.629883,2460.139893,103.0917,104.005,-7,129.651,111.945,138.765,516.162,6.1,,0.7,0.014140807
01-12-98,4854.72998,2111.929932,6.25,1.6,2772.360107,2508.949951,103.92665,104.919,-8,132.899,114.603,141.293,529.156,6.2,,0.7,0.265154285
01-01-99,5024.160156,2187.149902,6,1.6,2792.379883,2528,103.78921,105.479,-3,134.57706,116.434,143.40013,538.629,6.2,,0.7,0.254030604
01-02-99,5248.310059,2287.98999,5.5,1.4,2923.610107,2651,103.679825,105.817,-1,130.40361,113.167,137.8075,520.579,6.2,,0.7,0.017384576
01-03-99,5475.200195,2400.840088,5.375,1.7,2991.169922,2729.110107,104.70138,106.556,1,131.03172,113.983,138.34909,524.119,6.2,,0.5,0.017384576
01-04-99,5849.589844,2571.290039,5.25,1.5,3125.649902,2858.030029,104.07076,106.644,1,129.99657,113.481,137.93509,522.552,6.1,,0.5,0.139490522
01-05-99,5639.100098,2484.76001,5.125,1.3,2976.850098,2725.889893,103.82355,107.069,5,125.58968,111.61,132.7039,511.479,6,,0.5,0.181829722
01-06-99,5858.200195,2590.360107,5,1.3,3032.080078,2781.379883,103.71424,107.597,5,125.17202,111.336,132.86292,513.81,6,,1.6,0.181829722
01-07-99,5969.52002,2642.899902,5.083333333,1.3,3005.840088,2759.370117,103.095314,107.692,2,123.13864,110.047,130.75848,508.289,5.9,,1.6,0.009391714
01-08-99,6017.910156,2669.320068,5.166666667,1.2,3015.560059,2779.870117,103.67859,108.23,4,125.19702,112.054,133.3304,520.773,5.9,,1.6,0.001178066
01-09-99,5687.109863,2529.659912,5.25,1.2,2901.209961,2679.560059,102.97956,108.302,2,121.10741,108.956,127.78321,503.764,5.8,,1.4,0.026860189
01-10-99,5622.319824,2504.860107,5.375,1.1,2987.75,2761.72998,102.67129,108.751,2,123.88389,111.769,132.17169,521.066,5.8,,1.4,0.030547831
01-11-99,6194.759766,2764.340088,5.5,1.2,3171.75,2935.810059,102.02272,109.166,-2,124.88561,113.832,132.98755,533.821,5.8,,1.4,0.16338711
01-12-99,6444.870117,2880.419922,5.625,1.1,3326.969971,3083.679932,101.629265,109.511,1,123.06983,112.177,133.51042,522.111,5.9,,1.2,-0.145676469
01-01-00,6181.02002,2764.959961,5.75,0.8,3036.860107,2816.23999,101.37592,110.006,8,119.44034,110.72,129.31834,514.042,5.8,,1.2,0.316099586
01-02-00,6451.189941,2888.070068,6,0.9,3042.530029,2828.469971,101.30736,110.651,2,121.45157,113.215,131.6373,526.374,5.8,,1.2,0.176298435
01-03-00,6475.140137,2907.040039,5.979166667,0.6,3171.48999,2958.98999,101.37081,111.273,-2,122.46528,114.754,132.73299,533.309,5.7,,0.7,0.317266968
01-04-00,6194.640137,2789.860107,5.958333333,0.6,3063.370117,2864.100098,101.41105,112.007,-4,123.22556,116.004,133.73012,539.614,5.6,,0.7,0.250106255
01-05-00,6227.819824,2813.22998,5.9375,0.5,3079.070068,2883.5,101.20181,112.603,2,123.06638,116.644,132.50777,542.036,5.5,,0.7,0.427460043
01-06-00,6601.009766,2986.350098,5.916666667,0.8,3085.280029,2892.51001,101.29519,113.295,0,122.14105,116.822,130.6579,540.946,5.3,,0.6,0.263633251
01-07-00,6779.129883,3073.01001,5.895833333,0.9,3119.129883,2927.100098,101.227325,113.864,-3,121.48111,116.808,129.76228,539.898,5.3,,0.6,0.345673561
01-08-00,7057.790039,3205.580078,5.875,0.6,3266.590088,3078.199951,101.94891,114.429,1,120.284996,116.281,128.08159,535.605,5.3,,0.6,0.264846255
01-09-00,6676.899902,3040,5.854166667,1,3082.52002,2909.02002,102.01349,115.196,-5,120.733795,117.283,128.31389,539.028,5.4,,0.6,0.07252466
01-10-00,6629.319824,3025.040039,5.833333333,1,3139.949951,2965.899902,101.92315,115.865,0,120.83247,118.475,128.26836,545.619,5.3,,0.6,-0.008252106
01-11-00,6419.910156,2932.790039,5.8125,1.1,3001.699951,2839.26001,102.007706,116.689,-2,123.299034,121.774,132.508,564.054,5.2,,0.6,-0.008252106
01-12-00,6547.509766,2995.27002,5.791666667,0.8,3043.629883,2883.820068,102.029724,117.433,-1,123.20935,122.269,132.30225,565.672,5.2,,0.9,0.338706506
01-01-01,6735.899902,3086.820068,5.770833333,0.9,3087.030029,2926.659912,102.52597,118.117,5,123.23507,122.892,130.68076,566.91,5.2,,0.9,-0.003864006
01-02-01,6649.490234,3051,5.75,0.8,2920.290039,2776.689941,102.74792,118.64,2,122.81881,123.022,130.09293,566.793,5.1,,0.9,0.086233245
01-03-01,6094.660156,2802.949951,5.625,0.9,2765.889893,2641.310059,102.70923,119.314,3,121.81377,122.625,128.06467,560.644,5,6.1,0.4,0.191264215
01-04-01,6409.149902,2958.949951,5.5,1.2,2926.679932,2800.98999,102.4907,119.809,1,117.975395,119.871,122.69614,543.933,4.9,6.2,0.4,0.2292037
01-05-01,6571.120117,3044.310059,5.25,1.7,2863.320068,2746.149902,102.21402,120.24,2,116.370766,119.236,120.36007,539.623,5,5.1,0.4,-0.143060973
01-06-01,6298.939941,2925.889893,5.166666667,1.7,2781.669922,2671.48999,101.79546,120.458,6,115.6531,119.089,119.79484,539.628,5,5.5,0.5,-0.173689805
01-07-01,6082.220215,2830.649902,5.083333333,1.4,2720.689941,2614.879883,102.44242,121.387,4,116.52173,122.403,119.339,557.503,5.1,5.2,0.5,0.43959767
01-08-01,6116.299805,2851.969971,5,1.8,2643.699951,2552.610107,102.444984,122.152,0,117.9906,124.543,121.265205,568.992,5.1,5.3,0.5,0.145836057
01-09-01,5118.580078,2396.73999,4.75,1.3,2397.879883,2320.800049,102.53494,122.948,-1,117.04114,124.11,119.47114,563.013,5.1,4.8,0.3,-0.064979328
01-10-01,5364.77002,2517.879883,4.5,1.2,2470.179932,2393.340088,102.8673,123.748,-5,121.322655,129.057,124.46767,591.601,5.1,4.8,0.3,-0.05263322
01-11-01,5849.470215,2748.76001,4,0.8,2567.350098,2492.169922,104.015785,124.043,-3,119.97333,128.24,122.94872,587.019,5.2,4.6,0.3,0.253650113
01-12-01,5939.140137,2794.52002,3.983333333,1.1,2578.199951,2504.129883,103.29823,124.095,-1,116.335464,124.722,117.76759,567.65,5.2,4.2,0.3,0.139976316
01-01-02,5849.200195,2755.969971,3.966666667,1.6,2550.560059,2478.73999,103.11999,124.671,6,118.04309,127.151,119.796646,579.994,5.1,3.8,0.3,0.2667337
01-02-02,5834,2750.860107,3.95,1.5,2522.179932,2460.189941,102.935776,125.166,5,116.61411,126.188,117.923836,573.442,5.2,3.2,0.3,-0.142576964
01-03-02,6175.450195,2920.850098,3.933333333,1.5,2614.669922,2563.48999,102.357414,125.194,3,113.09971,122.99,113.85201,556.253,5.2,3,0.5,0.144354182
01-04-02,6123.709961,2906.469971,3.916666667,1.4,2566.01001,2521.370117,102.342316,126.025,4,113.66143,124.566,117.3043,563.519,5.2,3,0.5,0.238268503
01-05-02,6049.049805,2881.23999,3.9,0.8,2527.179932,2488.860107,101.981155,126.393,6,112.75308,124.21,116.07845,560.449,5.2,3.3,0.5,0.45411922
01-06-02,5496.640137,2624.280029,3.883333333,0.6,2311.820068,2280.780029,101.91677,126.915,6,115.62944,127.928,120.06017,582.093,5.2,3.7,0.7,0.45411922
01-07-02,4783.629883,2290.800049,3.866666667,1.1,2095.929932,2071.360107,102.475235,128.186,2,115.71932,129.729,119.57418,588.869,5.2,3.8,0.7,0.45411922
01-08-02,4858.819824,2331.959961,3.85,1,2091.73999,2078.879883,102.329605,128.727,2,118.716805,133.647,123.64447,611.319,5.3,3.6,0.7,0.252594817
01-09-02,4287.089844,2066.25,3.833333333,1,1842.060059,1834.810059,103.09084,129.602,4,119.822945,136.553,126.16489,625.149,5.2,3.4,0.8,0.16133149
01-10-02,4417.709961,2134.879883,3.816666667,1.4,1986.420044,1981.630005,102.6984,129.816,1,117.47284,134.854,122.80745,614.92,5.2,3.1,0.8,0.224753554
01-11-02,4558.220215,2206.219971,3.8,1.5,2050.149902,2049.75,102.13649,129.776,2,115.88165,133.632,120.82335,607.724,5.1,3,0.8,0.196194431
01-12-02,4319.350098,2094.719971,3.783333333,1.7,1938.140015,1940.030029,102.85248,130.691,-4,118.819145,137.421,123.501434,626.924,5,2.8,0.7,0.262136184
01-01-03,4016.439941,1952.589966,3.766666667,1.3,1760.310059,1763.560059,102.71205,131.234,-3,119.58751,139.305,124.906876,636.799,5.1,2.5,0.7,0.16169734
01-02-03,4037.580078,1964.469971,3.75,1.6,1799.680054,1811.790039,102.81508,132.015,-9,119.72994,140.025,124.533966,637.456,5.2,2.2,0.7,-0.054327824
01-03-03,3959.800049,1934.619995,3.7,1.5,1777.119995,1802.170044,102.46974,132.3,-10,119.031425,138.862,121.807816,630.922,5.1,2.8,0.9,-0.48464587
01-04-03,4389.330078,2159.350098,3.65,1.4,1935.459961,1969.869995,103.333115,132.673,-5,117.877914,138.455,120.3147,628.378,5,3,0.9,-0.48464587
01-05-03,4815.569824,2374.610107,3.6,1.3,2010.839966,2052.469971,103.101845,133.111,-3,120.86289,142.509,123.77272,648.875,4.9,3.3,0.9,0.182757454
01-06-03,4963.439941,2455.340088,3.55,1.1,2011.189941,2056.659912,103.632225,133.456,-2,117.89443,141.074,120.46145,640.077,5.1,2.7,0.9,0.014362095
01-07-03,5325.589844,2642.050049,3.5,1.3,2084.820068,2135.23999,103.15336,133.585,-1,113.71046,137.66,115.99542,622.641,5.1,2.7,0.9,0.233050348
01-08-03,5593.240234,2779.129883,3.5625,1.4,2100.48999,2165.320068,102.66435,133.654,-3,113.7721,138.312,116.572014,628.327,5,2.9,0.9,0.016940689
01-09-03,5457.77,2721.27,3.625,1.4,2063.08,2131.08,102.66192,134.145,-3,113.23004,139.701,115.078064,634.722,5,3.3,0.8,0.281149287
01-10-03,5724.44,2860.52,3.6875,1.4,2162.31,2236.35,102.08308,134.125,-3,109.156456,135.768,111.217224,616.448,4.9,3.7,0.8,0.00608987
01-11-03,5712.63,2858.21,3.75,1.3,2185.55,2266.98,101.8941,134.536,-6,108.87734,135.983,110.82537,616.829,4.9,3.9,0.8,0.00608987
01-12-03,5802.28,2908.72,3.833333333,1.3,2248.56,2334.38,104.46282,135.092,-5,110.76855,139.636,112.71776,635.289,4.8,4.1,0.4,-0.014622826
01-01-04,6023.89,3023.8,3.916666667,1.4,2222.64,2308.78,104.09118,135.389,0,109.9999,139.281,111.93121,633.626,4.8,5.1,0.4,0.3731601
01-02-04,6269.95,3148.83,4,1.3,2279.55,2374.6,103.992424,135.986,-2,110.795586,140.838,112.70971,640.521,4.8,4.9,0.4,-0.077881657
01-03-04,6259.38,3154.16,4.083333333,1.1,2232.63,2343.8,103.59289,136.325,-3,112.33933,141.976,113.068886,646.884,4.8,4.7,0.6,-0.143917245
01-04-04,6210.68,3141.76,4.166666667,1.1,2275.41,2393.91,103.209625,136.61,-2,109.71174,139.531,110.07815,634.158,4.8,3.7,0.6,-0.143917245
01-05-04,6053.55,3068.1,4.25,1.5,2241.6,2364.83,102.726,136.714,-2,108.35758,138.412,108.732895,629.082,4.8,4.1,0.6,0.062325408
01-06-04,6277.95,3191.24,4.5,1.6,2267.58,2398.11,103.52217,137.477,-4,108.56373,139.83,108.88464,636.045,4.8,4.2,0.4,0.12978175
01-07-04,6023.52,3069.76,4.625,1.4,2232.37,2363.03,103.14588,137.862,-3,108.718124,140.65,109.16447,640.431,4.7,4.1,0.4,-0.007810969
01-08-04,6087.26,3108.85,4.75,1.3,2255.79,2403.63,103.04334,138.667,-5,110.10839,143.378,110.76886,653.7,4.7,4.1,0.4,0.013781767
01-09-04,6269.05,3215.56,4.729166667,1.1,2313.68,2469.75,103.31298,139.318,-7,110.5241,144.782,112.37634,660.104,4.7,4.1,0.5,0.01723271
01-10-04,6321.79,3247.12,4.708333333,1.2,2339.68,2499.38,103.077705,139.858,-6,111.30931,146.412,113.28335,668.091,4.7,4.2,0.5,0.194275157
01-11-04,6577.42,3381.59,4.6875,1.5,2387.17,2558.64,103.91871,140.599,-4,112.090034,148.772,114.30124,680.034,4.7,4.2,0.5,0.010236478
01-12-04,6936.8,3574.31,4.666666667,1.7,2453.95,2633.12,104.31251,141.062,-3,112.93222,149.995,114.625626,686.066,4.7,4.3,0.7,0.199455752
01-01-05,7166.2,3696.36,4.645833333,1.6,2482.21,2665.05,103.93791,141.492,1,111.81576,149.462,113.543526,682.766,4.8,4.2,0.7,0.174285035
01-02-05,7254.02,3743.6,4.625,1.7,2537.38,2734.56,103.414925,141.633,0,110.88267,148.944,112.62121,680.945,4.7,4.6,0.7,0.017968874
01-03-05,7130.51,3693.11,4.604166667,1.9,2498.72,2710.76,102.49772,142.293,1,110.37996,149.365,111.9772,681.577,4.7,4.5,0.8,0.017968874
01-04-05,6728.9,3499.91,4.583333333,1.9,2438.08,2650.73,102.49967,143.044,0,111.97366,152.116,113.86627,695.707,4.8,4.6,0.8,0.015983697
01-05-05,7114.3,3707.55,4.5625,1.9,2528.33,2757.06,102.61066,144.011,-1,113.266846,155.145,115.32509,710.44,4.8,4.3,0.8,0.250130755
01-06-05,7368.72,3853.27,4.541666667,2,2606.35,2850.51,102.64516,144.843,-3,115.646065,158.035,117.06441,725.548,4.7,4.5,0.8,0.250130755
01-07-05,7605.1,3982.66,4.520833333,2.3,2691.99,2946.45,102.30975,145.131,-1,113.83931,156.214,115.02399,715.778,4.7,4.6,0.8,0.014420357
01-08-05,7749.23,4068.45,4.5,2.4,2705.17,2979.56,102.78435,145.779,-4,115.26017,159.084,116.624504,730.389,4.7,4.8,0.8,0.120094229
01-09-05,7951.11,4188.38,4.520833333,2.5,2794.56,3082.75,102.47778,146.159,-5,113.87845,158.344,116.31646,726.807,4.9,5,0.9,0.139312632
01-10-05,7711.14,4069.42,4.541666667,2.3,2712.38,2994.32,102.166855,146.551,-8,113.28146,158.48,115.64722,727.945,5.1,4.8,0.9,0.01790335
01-11-05,8327.94,4400.98,4.5625,2.1,2788.37,3091.06,102.54778,147.098,-8,114.4929,160.938,117.36638,741.502,5.1,4.7,0.9,0.013561904
01-12-05,8794.32,4654.67,4.583333333,1.9,2896.71,3213.38,102.48323,147.778,-9,116.06461,163.787,119.34016,756.875,5.1,4.5,0.5,0.01866939
01-01-06,9172.59,4859.4,4.604166667,1.9,2976.99,3303.89,102.92639,148.1,-3,116.40724,165.658,119.64615,770.163,5.2,4.2,0.5,0.200121013
01-02-06,9448.26,5007.71,4.625,2,3003.7,3342.4,102.72512,148.554,-4,115.96601,165.717,119.06117,770.039,5.2,4.4,0.5,0.25326032
01-03-06,9850.27,5232.98,4.645833333,1.8,3098.93,3471.76,102.050575,148.911,-7,113.214455,162.197,114.81997,748.604,5.3,4.9,0.4,0.028858034
